Time,01_A1:ANCHORAGEANNHTG99.6CONDNSDB:Des Heat Load [W],01_A1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A1:ANCHORAGEANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_A1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_A2::Des Heat Load [W],01_A2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A2::Des Heat Mass Flow [kg/s],01_A2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_B2:ANCHORAGEANNHTG99.6CONDNSDB:Des Heat Load [W],01_B2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_B2:ANCHORAGEANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_B2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_C1::Des Heat Load [W],01_C1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_C1::Des Heat Mass Flow [kg/s],01_C1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A1::Des Heat Load [W],02_A1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A1::Des Heat Mass Flow [kg/s],02_A1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A2::Des Heat Load [W],02_A2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A2::Des Heat Mass Flow [kg/s],02_A2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_B2::Des Heat Load [W],02_B2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_B2::Des Heat Mass Flow [kg/s],02_B2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_C1::Des Heat Load [W],02_C1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_C1::Des Heat Mass Flow [kg/s],02_C1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A1::Des Heat Load [W],03_A1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A1::Des Heat Mass Flow [kg/s],03_A1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A2::Des Heat Load [W],03_A2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A2::Des Heat Mass Flow [kg/s],03_A2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_B2::Des Heat Load [W],03_B2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_B2::Des Heat Mass Flow [kg/s],03_B2:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_C1::Des Heat Load [W],03_C1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_C1::Des Heat Mass Flow [kg/s],03_C1:ANCHORAGEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s]
17:40:00,0.000000E+00,2.575786E+03,0.000000E+00,1.815683E-01,0.000000E+00,3.318086E+03,0.000000E+00,2.339474E-01,0.000000E+00,3.386614E+03,0.000000E+00,2.387678E-01,0.000000E+00,2.388082E+03,0.000000E+00,1.683668E-01,0.000000E+00,4.170746E+03,0.000000E+00,2.940598E-01,0.000000E+00,5.001212E+03,0.000000E+00,3.526074E-01,0.000000E+00,5.654525E+03,0.000000E+00,3.986545E-01,0.000000E+00,5.027359E+03,0.000000E+00,3.544337E-01,0.000000E+00,4.418386E+03,0.000000E+00,3.115197E-01,0.000000E+00,5.337697E+03,0.000000E+00,3.763297E-01,0.000000E+00,6.133804E+03,0.000000E+00,4.324438E-01,0.000000E+00,5.426260E+03,0.000000E+00,3.825563E-01
17:50:00,0.000000E+00,2.677874E+03,0.000000E+00,1.887646E-01,0.000000E+00,3.443133E+03,0.000000E+00,2.427659E-01,0.000000E+00,3.521988E+03,0.000000E+00,2.483133E-01,0.000000E+00,2.515914E+03,0.000000E+00,1.773809E-01,0.000000E+00,4.267958E+03,0.000000E+00,3.009169E-01,0.000000E+00,5.143520E+03,0.000000E+00,3.626439E-01,0.000000E+00,5.807870E+03,0.000000E+00,4.094686E-01,0.000000E+00,5.143572E+03,0.000000E+00,3.626298E-01,0.000000E+00,4.517861E+03,0.000000E+00,3.185365E-01,0.000000E+00,5.464132E+03,0.000000E+00,3.852475E-01,0.000000E+00,6.287070E+03,0.000000E+00,4.432527E-01,0.000000E+00,5.538392E+03,0.000000E+00,3.904649E-01
18:00:00,0.000000E+00,2.780768E+03,0.000000E+00,1.960178E-01,0.000000E+00,3.564250E+03,0.000000E+00,2.513075E-01,0.000000E+00,3.651928E+03,0.000000E+00,2.574758E-01,0.000000E+00,2.645218E+03,0.000000E+00,1.864987E-01,0.000000E+00,4.366494E+03,0.000000E+00,3.078675E-01,0.000000E+00,5.281784E+03,0.000000E+00,3.723953E-01,0.000000E+00,5.956595E+03,0.000000E+00,4.199573E-01,0.000000E+00,5.261787E+03,0.000000E+00,3.709671E-01,0.000000E+00,4.618545E+03,0.000000E+00,3.256387E-01,0.000000E+00,5.587899E+03,0.000000E+00,3.939773E-01,0.000000E+00,6.435738E+03,0.000000E+00,4.537376E-01,0.000000E+00,5.651775E+03,0.000000E+00,3.984618E-01
18:10:00,0.000000E+00,2.802471E+03,0.000000E+00,1.975479E-01,0.000000E+00,3.597870E+03,0.000000E+00,2.536801E-01,0.000000E+00,3.688010E+03,0.000000E+00,2.600213E-01,0.000000E+00,2.685412E+03,0.000000E+00,1.893343E-01,0.000000E+00,4.390048E+03,0.000000E+00,3.095316E-01,0.000000E+00,5.333549E+03,0.000000E+00,3.760484E-01,0.000000E+00,6.019132E+03,0.000000E+00,4.243697E-01,0.000000E+00,5.299594E+03,0.000000E+00,3.736360E-01,0.000000E+00,4.637495E+03,0.000000E+00,3.269784E-01,0.000000E+00,5.620850E+03,0.000000E+00,3.963044E-01,0.000000E+00,6.489700E+03,0.000000E+00,4.575459E-01,0.000000E+00,5.676168E+03,0.000000E+00,4.001851E-01
18:20:00,0.000000E+00,2.819069E+03,0.000000E+00,1.987181E-01,0.000000E+00,3.615788E+03,0.000000E+00,2.549442E-01,0.000000E+00,3.713976E+03,0.000000E+00,2.618523E-01,0.000000E+00,2.718669E+03,0.000000E+00,1.916794E-01,0.000000E+00,4.409034E+03,0.000000E+00,3.108726E-01,0.000000E+00,5.369642E+03,0.000000E+00,3.785954E-01,0.000000E+00,6.071452E+03,0.000000E+00,4.280609E-01,0.000000E+00,5.332339E+03,0.000000E+00,3.759469E-01,0.000000E+00,4.652771E+03,0.000000E+00,3.280579E-01,0.000000E+00,5.646512E+03,0.000000E+00,3.981164E-01,0.000000E+00,6.534230E+03,0.000000E+00,4.606881E-01,0.000000E+00,5.696309E+03,0.000000E+00,4.016075E-01
18:30:00,0.000000E+00,2.833789E+03,0.000000E+00,1.997559E-01,0.000000E+00,3.629327E+03,0.000000E+00,2.558993E-01,0.000000E+00,3.734726E+03,0.000000E+00,2.633154E-01,0.000000E+00,2.746999E+03,0.000000E+00,1.936768E-01,0.000000E+00,4.426109E+03,0.000000E+00,3.120783E-01,0.000000E+00,5.400186E+03,0.000000E+00,3.807505E-01,0.000000E+00,6.117611E+03,0.000000E+00,4.313173E-01,0.000000E+00,5.362066E+03,0.000000E+00,3.780448E-01,0.000000E+00,4.666218E+03,0.000000E+00,3.290078E-01,0.000000E+00,5.667684E+03,0.000000E+00,3.996112E-01,0.000000E+00,6.572710E+03,0.000000E+00,4.634032E-01,0.000000E+00,5.714584E+03,0.000000E+00,4.028980E-01
18:40:00,0.000000E+00,2.847657E+03,0.000000E+00,2.007336E-01,0.000000E+00,3.640200E+03,0.000000E+00,2.566663E-01,0.000000E+00,3.751891E+03,0.000000E+00,2.645257E-01,0.000000E+00,2.772462E+03,0.000000E+00,1.954722E-01,0.000000E+00,4.442224E+03,0.000000E+00,3.132158E-01,0.000000E+00,5.426876E+03,0.000000E+00,3.826335E-01,0.000000E+00,6.158988E+03,0.000000E+00,4.342361E-01,0.000000E+00,5.389616E+03,0.000000E+00,3.799888E-01,0.000000E+00,4.678389E+03,0.000000E+00,3.298673E-01,0.000000E+00,5.685136E+03,0.000000E+00,4.008431E-01,0.000000E+00,6.605957E+03,0.000000E+00,4.657490E-01,0.000000E+00,5.731603E+03,0.000000E+00,4.040997E-01
18:50:00,0.000000E+00,2.861142E+03,0.000000E+00,2.016844E-01,0.000000E+00,3.649162E+03,0.000000E+00,2.572987E-01,0.000000E+00,3.765899E+03,0.000000E+00,2.655136E-01,0.000000E+00,2.795566E+03,0.000000E+00,1.971012E-01,0.000000E+00,4.457828E+03,0.000000E+00,3.143170E-01,0.000000E+00,5.450502E+03,0.000000E+00,3.843001E-01,0.000000E+00,6.195991E+03,0.000000E+00,4.368463E-01,0.000000E+00,5.415157E+03,0.000000E+00,3.817909E-01,0.000000E+00,4.689622E+03,0.000000E+00,3.306604E-01,0.000000E+00,5.699230E+03,0.000000E+00,4.018379E-01,0.000000E+00,6.633987E+03,0.000000E+00,4.677266E-01,0.000000E+00,5.747568E+03,0.000000E+00,4.052268E-01
19:00:00,0.000000E+00,2.874511E+03,0.000000E+00,2.026269E-01,0.000000E+00,3.656593E+03,0.000000E+00,2.578232E-01,0.000000E+00,3.777075E+03,0.000000E+00,2.663020E-01,0.000000E+00,2.816285E+03,0.000000E+00,1.985622E-01,0.000000E+00,4.473176E+03,0.000000E+00,3.154001E-01,0.000000E+00,5.471432E+03,0.000000E+00,3.857767E-01,0.000000E+00,6.228810E+03,0.000000E+00,4.391612E-01,0.000000E+00,5.438478E+03,0.000000E+00,3.834365E-01,0.000000E+00,4.700179E+03,0.000000E+00,3.314057E-01,0.000000E+00,5.710286E+03,0.000000E+00,4.026184E-01,0.000000E+00,6.656676E+03,0.000000E+00,4.693274E-01,0.000000E+00,5.762683E+03,0.000000E+00,4.062939E-01
19:10:00,0.000000E+00,2.851140E+03,0.000000E+00,2.009797E-01,0.000000E+00,3.625059E+03,0.000000E+00,2.556003E-01,0.000000E+00,3.741878E+03,0.000000E+00,2.638208E-01,0.000000E+00,2.787504E+03,0.000000E+00,1.965332E-01,0.000000E+00,4.453743E+03,0.000000E+00,3.140307E-01,0.000000E+00,5.452870E+03,0.000000E+00,3.844687E-01,0.000000E+00,6.216665E+03,0.000000E+00,4.383060E-01,0.000000E+00,5.415109E+03,0.000000E+00,3.817901E-01,0.000000E+00,4.673183E+03,0.000000E+00,3.295031E-01,0.000000E+00,5.679580E+03,0.000000E+00,4.004543E-01,0.000000E+00,6.630102E+03,0.000000E+00,4.674549E-01,0.000000E+00,5.729463E+03,0.000000E+00,4.039531E-01
19:20:00,0.000000E+00,2.825798E+03,0.000000E+00,1.991934E-01,0.000000E+00,3.587991E+03,0.000000E+00,2.529866E-01,0.000000E+00,3.701584E+03,0.000000E+00,2.609797E-01,0.000000E+00,2.754564E+03,0.000000E+00,1.942103E-01,0.000000E+00,4.432242E+03,0.000000E+00,3.125150E-01,0.000000E+00,5.427481E+03,0.000000E+00,3.826789E-01,0.000000E+00,6.197972E+03,0.000000E+00,4.369885E-01,0.000000E+00,5.387284E+03,0.000000E+00,3.798288E-01,0.000000E+00,4.644251E+03,0.000000E+00,3.274634E-01,0.000000E+00,5.644290E+03,0.000000E+00,3.979664E-01,0.000000E+00,6.596349E+03,0.000000E+00,4.650756E-01,0.000000E+00,5.693629E+03,0.000000E+00,4.014272E-01
19:30:00,0.000000E+00,2.798752E+03,0.000000E+00,1.972871E-01,0.000000E+00,3.546603E+03,0.000000E+00,2.500681E-01,0.000000E+00,3.656010E+03,0.000000E+00,2.577661E-01,0.000000E+00,2.719576E+03,0.000000E+00,1.917430E-01,0.000000E+00,4.408930E+03,0.000000E+00,3.108711E-01,0.000000E+00,5.396346E+03,0.000000E+00,3.804834E-01,0.000000E+00,6.172662E+03,0.000000E+00,4.352040E-01,0.000000E+00,5.356376E+03,0.000000E+00,3.776498E-01,0.000000E+00,4.613525E+03,0.000000E+00,3.252968E-01,0.000000E+00,5.603885E+03,0.000000E+00,3.951173E-01,0.000000E+00,6.554891E+03,0.000000E+00,4.621526E-01,0.000000E+00,5.655170E+03,0.000000E+00,3.987159E-01
19:40:00,0.000000E+00,2.769537E+03,0.000000E+00,1.952279E-01,0.000000E+00,3.500736E+03,0.000000E+00,2.468336E-01,0.000000E+00,3.605684E+03,0.000000E+00,2.542174E-01,0.000000E+00,2.683196E+03,0.000000E+00,1.891774E-01,0.000000E+00,4.383488E+03,0.000000E+00,3.090767E-01,0.000000E+00,5.359306E+03,0.000000E+00,3.778711E-01,0.000000E+00,6.141292E+03,0.000000E+00,4.329917E-01,0.000000E+00,5.323564E+03,0.000000E+00,3.753361E-01,0.000000E+00,4.581098E+03,0.000000E+00,3.230097E-01,0.000000E+00,5.558554E+03,0.000000E+00,3.919204E-01,0.000000E+00,6.506379E+03,0.000000E+00,4.587316E-01,0.000000E+00,5.614581E+03,0.000000E+00,3.958539E-01
19:50:00,0.000000E+00,2.738182E+03,0.000000E+00,1.930177E-01,0.000000E+00,3.450058E+03,0.000000E+00,2.432596E-01,0.000000E+00,3.551039E+03,0.000000E+00,2.503640E-01,0.000000E+00,2.646075E+03,0.000000E+00,1.865597E-01,0.000000E+00,4.355942E+03,0.000000E+00,3.071336E-01,0.000000E+00,5.315974E+03,0.000000E+00,3.748148E-01,0.000000E+00,6.104294E+03,0.000000E+00,4.303822E-01,0.000000E+00,5.289640E+03,0.000000E+00,3.729438E-01,0.000000E+00,4.546918E+03,0.000000E+00,3.205989E-01,0.000000E+00,5.508107E+03,0.000000E+00,3.883624E-01,0.000000E+00,6.451447E+03,0.000000E+00,4.548576E-01,0.000000E+00,5.572423E+03,0.000000E+00,3.928810E-01
20:00:00,0.000000E+00,2.705148E+03,0.000000E+00,1.906892E-01,0.000000E+00,3.393957E+03,0.000000E+00,2.393032E-01,0.000000E+00,3.492508E+03,0.000000E+00,2.462366E-01,0.000000E+00,2.608923E+03,0.000000E+00,1.839397E-01,0.000000E+00,4.326659E+03,0.000000E+00,3.050679E-01,0.000000E+00,5.265718E+03,0.000000E+00,3.712702E-01,0.000000E+00,6.062182E+03,0.000000E+00,4.274120E-01,0.000000E+00,5.255390E+03,0.000000E+00,3.705282E-01,0.000000E+00,4.511145E+03,0.000000E+00,3.180755E-01,0.000000E+00,5.452189E+03,0.000000E+00,3.844185E-01,0.000000E+00,6.390995E+03,0.000000E+00,4.505942E-01,0.000000E+00,5.529107E+03,0.000000E+00,3.898262E-01
20:10:00,0.000000E+00,2.677309E+03,0.000000E+00,1.887269E-01,0.000000E+00,3.339692E+03,0.000000E+00,2.354763E-01,0.000000E+00,3.436312E+03,0.000000E+00,2.422737E-01,0.000000E+00,2.577051E+03,0.000000E+00,1.816921E-01,0.000000E+00,4.301686E+03,0.000000E+00,3.033060E-01,0.000000E+00,5.215316E+03,0.000000E+00,3.677152E-01,0.000000E+00,6.020215E+03,0.000000E+00,4.244519E-01,0.000000E+00,5.225239E+03,0.000000E+00,3.684017E-01,0.000000E+00,4.480610E+03,0.000000E+00,3.159214E-01,0.000000E+00,5.398188E+03,0.000000E+00,3.806097E-01,0.000000E+00,6.331431E+03,0.000000E+00,4.463934E-01,0.000000E+00,5.489938E+03,0.000000E+00,3.870637E-01
20:20:00,0.000000E+00,2.649083E+03,0.000000E+00,1.867373E-01,0.000000E+00,3.282329E+03,0.000000E+00,2.314311E-01,0.000000E+00,3.378280E+03,0.000000E+00,2.381816E-01,0.000000E+00,2.546609E+03,0.000000E+00,1.795454E-01,0.000000E+00,4.276142E+03,0.000000E+00,3.015040E-01,0.000000E+00,5.160090E+03,0.000000E+00,3.638203E-01,0.000000E+00,5.975158E+03,0.000000E+00,4.212740E-01,0.000000E+00,5.196289E+03,0.000000E+00,3.663598E-01,0.000000E+00,4.449411E+03,0.000000E+00,3.137207E-01,0.000000E+00,5.339645E+03,0.000000E+00,3.764808E-01,0.000000E+00,6.268603E+03,0.000000E+00,4.419625E-01,0.000000E+00,5.451117E+03,0.000000E+00,3.843258E-01
20:30:00,0.000000E+00,2.620266E+03,0.000000E+00,1.847060E-01,0.000000E+00,3.221227E+03,0.000000E+00,2.271223E-01,0.000000E+00,3.317934E+03,0.000000E+00,2.339263E-01,0.000000E+00,2.517204E+03,0.000000E+00,1.774719E-01,0.000000E+00,4.249852E+03,0.000000E+00,2.996495E-01,0.000000E+00,5.099480E+03,0.000000E+00,3.595459E-01,0.000000E+00,5.926707E+03,0.000000E+00,4.178570E-01,0.000000E+00,5.168250E+03,0.000000E+00,3.643822E-01,0.000000E+00,4.417448E+03,0.000000E+00,3.114662E-01,0.000000E+00,5.276516E+03,0.000000E+00,3.720287E-01,0.000000E+00,6.202279E+03,0.000000E+00,4.372853E-01,0.000000E+00,5.412522E+03,0.000000E+00,3.816040E-01
20:40:00,0.000000E+00,2.591584E+03,0.000000E+00,1.826842E-01,0.000000E+00,3.156676E+03,0.000000E+00,2.225705E-01,0.000000E+00,3.254603E+03,0.000000E+00,2.294607E-01,0.000000E+00,2.487766E+03,0.000000E+00,1.753961E-01,0.000000E+00,4.223371E+03,0.000000E+00,2.977817E-01,0.000000E+00,5.033658E+03,0.000000E+00,3.549043E-01,0.000000E+00,5.874217E+03,0.000000E+00,4.141553E-01,0.000000E+00,5.140244E+03,0.000000E+00,3.624071E-01,0.000000E+00,4.384910E+03,0.000000E+00,3.091713E-01,0.000000E+00,5.208895E+03,0.000000E+00,3.672601E-01,0.000000E+00,6.131758E+03,0.000000E+00,4.323124E-01,0.000000E+00,5.373773E+03,0.000000E+00,3.788714E-01
20:50:00,0.000000E+00,2.563212E+03,0.000000E+00,1.806843E-01,0.000000E+00,3.089692E+03,0.000000E+00,2.178472E-01,0.000000E+00,3.187729E+03,0.000000E+00,2.247453E-01,0.000000E+00,2.457624E+03,0.000000E+00,1.732707E-01,0.000000E+00,4.196844E+03,0.000000E+00,2.959107E-01,0.000000E+00,4.963518E+03,0.000000E+00,3.499583E-01,0.000000E+00,5.817141E+03,0.000000E+00,4.101305E-01,0.000000E+00,5.111620E+03,0.000000E+00,3.603884E-01,0.000000E+00,4.352058E+03,0.000000E+00,3.068543E-01,0.000000E+00,5.137373E+03,0.000000E+00,3.622165E-01,0.000000E+00,6.056531E+03,0.000000E+00,4.270077E-01,0.000000E+00,5.334350E+03,0.000000E+00,3.760914E-01
21:00:00,0.000000E+00,2.534879E+03,0.000000E+00,1.786871E-01,0.000000E+00,3.021656E+03,0.000000E+00,2.130499E-01,0.000000E+00,3.116580E+03,0.000000E+00,2.197285E-01,0.000000E+00,2.426236E+03,0.000000E+00,1.710574E-01,0.000000E+00,4.170062E+03,0.000000E+00,2.940218E-01,0.000000E+00,4.890323E+03,0.000000E+00,3.447969E-01,0.000000E+00,5.754773E+03,0.000000E+00,4.057325E-01,0.000000E+00,5.081780E+03,0.000000E+00,3.582841E-01,0.000000E+00,4.318922E+03,0.000000E+00,3.045174E-01,0.000000E+00,5.062803E+03,0.000000E+00,3.569581E-01,0.000000E+00,5.975885E+03,0.000000E+00,4.213211E-01,0.000000E+00,5.293674E+03,0.000000E+00,3.732229E-01
21:10:00,0.000000E+00,2.495994E+03,0.000000E+00,1.759461E-01,0.000000E+00,2.942913E+03,0.000000E+00,2.074976E-01,0.000000E+00,3.025066E+03,0.000000E+00,2.132759E-01,0.000000E+00,2.378761E+03,0.000000E+00,1.677100E-01,0.000000E+00,4.132335E+03,0.000000E+00,2.913612E-01,0.000000E+00,4.803838E+03,0.000000E+00,3.386986E-01,0.000000E+00,5.671101E+03,0.000000E+00,3.998326E-01,0.000000E+00,5.035607E+03,0.000000E+00,3.550282E-01,0.000000E+00,4.275068E+03,0.000000E+00,3.014248E-01,0.000000E+00,4.974718E+03,0.000000E+00,3.507468E-01,0.000000E+00,5.873429E+03,0.000000E+00,4.140968E-01,0.000000E+00,5.236919E+03,0.000000E+00,3.692209E-01
21:20:00,0.000000E+00,2.456907E+03,0.000000E+00,1.731908E-01,0.000000E+00,2.862783E+03,0.000000E+00,2.018476E-01,0.000000E+00,2.921499E+03,0.000000E+00,2.059734E-01,0.000000E+00,2.327527E+03,0.000000E+00,1.640974E-01,0.000000E+00,4.094213E+03,0.000000E+00,2.886726E-01,0.000000E+00,4.712631E+03,0.000000E+00,3.322673E-01,0.000000E+00,5.575138E+03,0.000000E+00,3.930659E-01,0.000000E+00,4.985716E+03,0.000000E+00,3.515100E-01,0.000000E+00,4.230847E+03,0.000000E+00,2.983061E-01,0.000000E+00,4.881515E+03,0.000000E+00,3.441745E-01,0.000000E+00,5.756491E+03,0.000000E+00,4.058513E-01,0.000000E+00,5.175830E+03,0.000000E+00,3.649132E-01
21:30:00,0.000000E+00,2.417706E+03,0.000000E+00,1.704275E-01,0.000000E+00,2.782595E+03,0.000000E+00,1.961937E-01,0.000000E+00,2.809067E+03,0.000000E+00,1.980459E-01,0.000000E+00,2.272892E+03,0.000000E+00,1.602449E-01,0.000000E+00,4.055735E+03,0.000000E+00,2.859590E-01,0.000000E+00,4.618410E+03,0.000000E+00,3.256236E-01,0.000000E+00,5.469113E+03,0.000000E+00,3.855898E-01,0.000000E+00,4.932147E+03,0.000000E+00,3.477325E-01,0.000000E+00,4.186404E+03,0.000000E+00,2.951719E-01,0.000000E+00,4.785892E+03,0.000000E+00,3.374318E-01,0.000000E+00,5.628986E+03,0.000000E+00,3.968608E-01,0.000000E+00,5.110910E+03,0.000000E+00,3.603355E-01
21:40:00,0.000000E+00,2.378320E+03,0.000000E+00,1.676511E-01,0.000000E+00,2.702620E+03,0.000000E+00,1.905549E-01,0.000000E+00,2.687919E+03,0.000000E+00,1.895039E-01,0.000000E+00,2.214412E+03,0.000000E+00,1.561215E-01,0.000000E+00,4.016851E+03,0.000000E+00,2.832169E-01,0.000000E+00,4.522296E+03,0.000000E+00,3.188466E-01,0.000000E+00,5.353024E+03,0.000000E+00,3.774043E-01,0.000000E+00,4.874337E+03,0.000000E+00,3.436562E-01,0.000000E+00,4.141701E+03,0.000000E+00,2.920196E-01,0.000000E+00,4.688477E+03,0.000000E+00,3.305628E-01,0.000000E+00,5.490779E+03,0.000000E+00,3.871159E-01,0.000000E+00,5.041535E+03,0.000000E+00,3.554438E-01
21:50:00,0.000000E+00,2.338878E+03,0.000000E+00,1.648708E-01,0.000000E+00,2.624537E+03,0.000000E+00,1.850496E-01,0.000000E+00,2.562858E+03,0.000000E+00,1.806860E-01,0.000000E+00,2.153172E+03,0.000000E+00,1.518034E-01,0.000000E+00,3.977665E+03,0.000000E+00,2.804537E-01,0.000000E+00,4.426638E+03,0.000000E+00,3.121018E-01,0.000000E+00,5.230803E+03,0.000000E+00,3.687866E-01,0.000000E+00,4.813061E+03,0.000000E+00,3.393356E-01,0.000000E+00,4.096904E+03,0.000000E+00,2.888607E-01,0.000000E+00,4.591924E+03,0.000000E+00,3.237548E-01,0.000000E+00,5.347115E+03,0.000000E+00,3.769864E-01,0.000000E+00,4.968879E+03,0.000000E+00,3.503209E-01
22:00:00,0.000000E+00,2.298582E+03,0.000000E+00,1.620303E-01,0.000000E+00,2.547455E+03,0.000000E+00,1.796149E-01,0.000000E+00,2.430701E+03,0.000000E+00,1.713680E-01,0.000000E+00,2.086984E+03,0.000000E+00,1.471366E-01,0.000000E+00,3.937539E+03,0.000000E+00,2.776243E-01,0.000000E+00,4.330728E+03,0.000000E+00,3.053395E-01,0.000000E+00,5.100044E+03,0.000000E+00,3.595671E-01,0.000000E+00,4.746424E+03,0.000000E+00,3.346371E-01,0.000000E+00,4.050903E+03,0.000000E+00,2.856170E-01,0.000000E+00,4.494393E+03,0.000000E+00,3.168780E-01,0.000000E+00,5.193560E+03,0.000000E+00,3.661596E-01,0.000000E+00,4.889677E+03,0.000000E+00,3.447365E-01
22:10:00,0.000000E+00,2.214104E+03,0.000000E+00,1.560754E-01,0.000000E+00,2.433073E+03,0.000000E+00,1.715502E-01,0.000000E+00,2.256802E+03,0.000000E+00,1.591071E-01,0.000000E+00,1.969721E+03,0.000000E+00,1.388688E-01,0.000000E+00,3.855822E+03,0.000000E+00,2.718623E-01,0.000000E+00,4.196295E+03,0.000000E+00,2.958611E-01,0.000000E+00,4.927218E+03,0.000000E+00,3.473819E-01,0.000000E+00,4.631062E+03,0.000000E+00,3.265034E-01,0.000000E+00,3.960288E+03,0.000000E+00,2.792278E-01,0.000000E+00,4.355678E+03,0.000000E+00,3.070975E-01,0.000000E+00,4.997274E+03,0.000000E+00,3.523203E-01,0.000000E+00,4.758817E+03,0.000000E+00,3.355101E-01
22:20:00,0.000000E+00,2.127183E+03,0.000000E+00,1.499482E-01,0.000000E+00,2.321375E+03,0.000000E+00,1.636741E-01,0.000000E+00,2.094760E+03,0.000000E+00,1.476820E-01,0.000000E+00,1.852111E+03,0.000000E+00,1.305763E-01,0.000000E+00,3.771352E+03,0.000000E+00,2.659058E-01,0.000000E+00,4.065532E+03,0.000000E+00,2.866410E-01,0.000000E+00,4.762016E+03,0.000000E+00,3.357337E-01,0.000000E+00,4.513838E+03,0.000000E+00,3.182379E-01,0.000000E+00,3.867874E+03,0.000000E+00,2.727110E-01,0.000000E+00,4.223856E+03,0.000000E+00,2.978025E-01,0.000000E+00,4.813965E+03,0.000000E+00,3.393956E-01,0.000000E+00,4.628350E+03,0.000000E+00,3.263109E-01
22:30:00,0.000000E+00,2.039042E+03,0.000000E+00,1.437350E-01,0.000000E+00,2.214329E+03,0.000000E+00,1.561258E-01,0.000000E+00,1.944076E+03,0.000000E+00,1.370578E-01,0.000000E+00,1.735310E+03,0.000000E+00,1.223408E-01,0.000000E+00,3.685182E+03,0.000000E+00,2.598291E-01,0.000000E+00,3.940859E+03,0.000000E+00,2.778501E-01,0.000000E+00,4.605087E+03,0.000000E+00,3.246688E-01,0.000000E+00,4.396180E+03,0.000000E+00,3.099417E-01,0.000000E+00,3.774258E+03,0.000000E+00,2.661093E-01,0.000000E+00,4.097929E+03,0.000000E+00,2.889230E-01,0.000000E+00,4.642205E+03,0.000000E+00,3.272851E-01,0.000000E+00,4.498861E+03,0.000000E+00,3.171806E-01
22:40:00,0.000000E+00,1.950273E+03,0.000000E+00,1.374775E-01,0.000000E+00,2.112454E+03,0.000000E+00,1.489420E-01,0.000000E+00,1.806460E+03,0.000000E+00,1.273550E-01,0.000000E+00,1.620766E+03,0.000000E+00,1.142645E-01,0.000000E+00,3.597880E+03,0.000000E+00,2.536724E-01,0.000000E+00,3.822342E+03,0.000000E+00,2.694930E-01,0.000000E+00,4.458485E+03,0.000000E+00,3.143319E-01,0.000000E+00,4.279548E+03,0.000000E+00,3.017177E-01,0.000000E+00,3.679850E+03,0.000000E+00,2.594516E-01,0.000000E+00,3.978273E+03,0.000000E+00,2.804855E-01,0.000000E+00,4.484041E+03,0.000000E+00,3.161331E-01,0.000000E+00,4.371713E+03,0.000000E+00,3.082152E-01
