Time,01_A1:LAKEHOODSEAPLANEANNHTG99.6CONDNSDB:Des Heat Load [W],01_A1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A1:LAKEHOODSEAPLANEANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_A1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_A2::Des Heat Load [W],01_A2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A2::Des Heat Mass Flow [kg/s],01_A2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_B2:LAKEHOODSEAPLANEANNHTG99.6CONDNSDB:Des Heat Load [W],01_B2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_B2:LAKEHOODSEAPLANEANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_B2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_C1::Des Heat Load [W],01_C1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_C1::Des Heat Mass Flow [kg/s],01_C1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A1::Des Heat Load [W],02_A1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A1::Des Heat Mass Flow [kg/s],02_A1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A2::Des Heat Load [W],02_A2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A2::Des Heat Mass Flow [kg/s],02_A2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_B2::Des Heat Load [W],02_B2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_B2::Des Heat Mass Flow [kg/s],02_B2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_C1::Des Heat Load [W],02_C1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_C1::Des Heat Mass Flow [kg/s],02_C1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A1::Des Heat Load [W],03_A1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A1::Des Heat Mass Flow [kg/s],03_A1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A2::Des Heat Load [W],03_A2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A2::Des Heat Mass Flow [kg/s],03_A2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_B2::Des Heat Load [W],03_B2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_B2::Des Heat Mass Flow [kg/s],03_B2:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_C1::Des Heat Load [W],03_C1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_C1::Des Heat Mass Flow [kg/s],03_C1:LAKEHOODSEAPLANEANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s]
13:50:00,0.000000E+00,1.954569E+03,0.000000E+00,1.377738E-01,0.000000E+00,1.957391E+03,0.000000E+00,1.380015E-01,0.000000E+00,1.492205E+03,0.000000E+00,1.051985E-01,0.000000E+00,1.581504E+03,0.000000E+00,1.114911E-01,0.000000E+00,3.596176E+03,0.000000E+00,2.535349E-01,0.000000E+00,3.282748E+03,0.000000E+00,2.314369E-01,0.000000E+00,3.560141E+03,0.000000E+00,2.509847E-01,0.000000E+00,4.440371E+03,0.000000E+00,3.130369E-01,0.000000E+00,3.842079E+03,0.000000E+00,2.708714E-01,0.000000E+00,3.865587E+03,0.000000E+00,2.725262E-01,0.000000E+00,4.025205E+03,0.000000E+00,2.837711E-01,0.000000E+00,4.899496E+03,0.000000E+00,3.454043E-01
14:00:00,0.000000E+00,1.933827E+03,0.000000E+00,1.363116E-01,0.000000E+00,1.951626E+03,0.000000E+00,1.375948E-01,0.000000E+00,1.493440E+03,0.000000E+00,1.052855E-01,0.000000E+00,1.552063E+03,0.000000E+00,1.094156E-01,0.000000E+00,3.572023E+03,0.000000E+00,2.518318E-01,0.000000E+00,3.282952E+03,0.000000E+00,2.314510E-01,0.000000E+00,3.563545E+03,0.000000E+00,2.512245E-01,0.000000E+00,4.405279E+03,0.000000E+00,3.105627E-01,0.000000E+00,3.818307E+03,0.000000E+00,2.691952E-01,0.000000E+00,3.869357E+03,0.000000E+00,2.727915E-01,0.000000E+00,4.028792E+03,0.000000E+00,2.840237E-01,0.000000E+00,4.865056E+03,0.000000E+00,3.429761E-01
14:10:00,0.000000E+00,1.922189E+03,0.000000E+00,1.354912E-01,0.000000E+00,1.956239E+03,0.000000E+00,1.379199E-01,0.000000E+00,1.505074E+03,0.000000E+00,1.061056E-01,0.000000E+00,1.534107E+03,0.000000E+00,1.081497E-01,0.000000E+00,3.556588E+03,0.000000E+00,2.507433E-01,0.000000E+00,3.294394E+03,0.000000E+00,2.322574E-01,0.000000E+00,3.576358E+03,0.000000E+00,2.521276E-01,0.000000E+00,4.380706E+03,0.000000E+00,3.088301E-01,0.000000E+00,3.803985E+03,0.000000E+00,2.681851E-01,0.000000E+00,3.880272E+03,0.000000E+00,2.735606E-01,0.000000E+00,4.042430E+03,0.000000E+00,2.849849E-01,0.000000E+00,4.842042E+03,0.000000E+00,3.413534E-01
14:20:00,0.000000E+00,1.910907E+03,0.000000E+00,1.346959E-01,0.000000E+00,1.963363E+03,0.000000E+00,1.384222E-01,0.000000E+00,1.517753E+03,0.000000E+00,1.069995E-01,0.000000E+00,1.517871E+03,0.000000E+00,1.070051E-01,0.000000E+00,3.541798E+03,0.000000E+00,2.497004E-01,0.000000E+00,3.309964E+03,0.000000E+00,2.333549E-01,0.000000E+00,3.590143E+03,0.000000E+00,2.530993E-01,0.000000E+00,4.357534E+03,0.000000E+00,3.071964E-01,0.000000E+00,3.789939E+03,0.000000E+00,2.671946E-01,0.000000E+00,3.889552E+03,0.000000E+00,2.742145E-01,0.000000E+00,4.056610E+03,0.000000E+00,2.859844E-01,0.000000E+00,4.819657E+03,0.000000E+00,3.397751E-01
14:30:00,0.000000E+00,1.899626E+03,0.000000E+00,1.339005E-01,0.000000E+00,1.972144E+03,0.000000E+00,1.390413E-01,0.000000E+00,1.532193E+03,0.000000E+00,1.080175E-01,0.000000E+00,1.503033E+03,0.000000E+00,1.059592E-01,0.000000E+00,3.527294E+03,0.000000E+00,2.486776E-01,0.000000E+00,3.328909E+03,0.000000E+00,2.346905E-01,0.000000E+00,3.605925E+03,0.000000E+00,2.542118E-01,0.000000E+00,4.335399E+03,0.000000E+00,3.056358E-01,0.000000E+00,3.775886E+03,0.000000E+00,2.662037E-01,0.000000E+00,3.898169E+03,0.000000E+00,2.748217E-01,0.000000E+00,4.072707E+03,0.000000E+00,2.871190E-01,0.000000E+00,4.797491E+03,0.000000E+00,3.382123E-01
14:40:00,0.000000E+00,1.888177E+03,0.000000E+00,1.330935E-01,0.000000E+00,1.982667E+03,0.000000E+00,1.397832E-01,0.000000E+00,1.550024E+03,0.000000E+00,1.092746E-01,0.000000E+00,1.489078E+03,0.000000E+00,1.049754E-01,0.000000E+00,3.512898E+03,0.000000E+00,2.476626E-01,0.000000E+00,3.351314E+03,0.000000E+00,2.362699E-01,0.000000E+00,3.625655E+03,0.000000E+00,2.556026E-01,0.000000E+00,4.314087E+03,0.000000E+00,3.041332E-01,0.000000E+00,3.761654E+03,0.000000E+00,2.652001E-01,0.000000E+00,3.907713E+03,0.000000E+00,2.754943E-01,0.000000E+00,4.092975E+03,0.000000E+00,2.885478E-01,0.000000E+00,4.775402E+03,0.000000E+00,3.366549E-01
14:50:00,0.000000E+00,1.876490E+03,0.000000E+00,1.322697E-01,0.000000E+00,1.994544E+03,0.000000E+00,1.406206E-01,0.000000E+00,1.573044E+03,0.000000E+00,1.108976E-01,0.000000E+00,1.475357E+03,0.000000E+00,1.040082E-01,0.000000E+00,3.498495E+03,0.000000E+00,2.466470E-01,0.000000E+00,3.376729E+03,0.000000E+00,2.380617E-01,0.000000E+00,3.651448E+03,0.000000E+00,2.574210E-01,0.000000E+00,4.293421E+03,0.000000E+00,3.026762E-01,0.000000E+00,3.747142E+03,0.000000E+00,2.641769E-01,0.000000E+00,3.919840E+03,0.000000E+00,2.763491E-01,0.000000E+00,4.119779E+03,0.000000E+00,2.904374E-01,0.000000E+00,4.753204E+03,0.000000E+00,3.350899E-01
15:00:00,0.000000E+00,1.864492E+03,0.000000E+00,1.314240E-01,0.000000E+00,2.007289E+03,0.000000E+00,1.415192E-01,0.000000E+00,1.602574E+03,0.000000E+00,1.129795E-01,0.000000E+00,1.461781E+03,0.000000E+00,1.030511E-01,0.000000E+00,3.484034E+03,0.000000E+00,2.456274E-01,0.000000E+00,3.404591E+03,0.000000E+00,2.400259E-01,0.000000E+00,3.684977E+03,0.000000E+00,2.597847E-01,0.000000E+00,4.273123E+03,0.000000E+00,3.012451E-01,0.000000E+00,3.732266E+03,0.000000E+00,2.631280E-01,0.000000E+00,3.935786E+03,0.000000E+00,2.774732E-01,0.000000E+00,4.154863E+03,0.000000E+00,2.929107E-01,0.000000E+00,4.730874E+03,0.000000E+00,3.335156E-01
15:10:00,0.000000E+00,1.872539E+03,0.000000E+00,1.319912E-01,0.000000E+00,2.040634E+03,0.000000E+00,1.438701E-01,0.000000E+00,1.662656E+03,0.000000E+00,1.172154E-01,0.000000E+00,1.472330E+03,0.000000E+00,1.037948E-01,0.000000E+00,3.488756E+03,0.000000E+00,2.459601E-01,0.000000E+00,3.455049E+03,0.000000E+00,2.435831E-01,0.000000E+00,3.749110E+03,0.000000E+00,2.643060E-01,0.000000E+00,4.275686E+03,0.000000E+00,3.014257E-01,0.000000E+00,3.737602E+03,0.000000E+00,2.635041E-01,0.000000E+00,3.977855E+03,0.000000E+00,2.804389E-01,0.000000E+00,4.222732E+03,0.000000E+00,2.976954E-01,0.000000E+00,4.732572E+03,0.000000E+00,3.336352E-01
15:20:00,0.000000E+00,1.881308E+03,0.000000E+00,1.326093E-01,0.000000E+00,2.076898E+03,0.000000E+00,1.464272E-01,0.000000E+00,1.731052E+03,0.000000E+00,1.220377E-01,0.000000E+00,1.484094E+03,0.000000E+00,1.046244E-01,0.000000E+00,3.494455E+03,0.000000E+00,2.463621E-01,0.000000E+00,3.510068E+03,0.000000E+00,2.474622E-01,0.000000E+00,3.823350E+03,0.000000E+00,2.695401E-01,0.000000E+00,4.279610E+03,0.000000E+00,3.017024E-01,0.000000E+00,3.743433E+03,0.000000E+00,2.639153E-01,0.000000E+00,4.025477E+03,0.000000E+00,2.837965E-01,0.000000E+00,4.300813E+03,0.000000E+00,3.032003E-01,0.000000E+00,4.735042E+03,0.000000E+00,3.338094E-01
15:30:00,0.000000E+00,1.890241E+03,0.000000E+00,1.332390E-01,0.000000E+00,2.115465E+03,0.000000E+00,1.491465E-01,0.000000E+00,1.806419E+03,0.000000E+00,1.273517E-01,0.000000E+00,1.496514E+03,0.000000E+00,1.055002E-01,0.000000E+00,3.500671E+03,0.000000E+00,2.468005E-01,0.000000E+00,3.568180E+03,0.000000E+00,2.515593E-01,0.000000E+00,3.906525E+03,0.000000E+00,2.754043E-01,0.000000E+00,4.284341E+03,0.000000E+00,3.020361E-01,0.000000E+00,3.749445E+03,0.000000E+00,2.643393E-01,0.000000E+00,4.077868E+03,0.000000E+00,2.874904E-01,0.000000E+00,4.387882E+03,0.000000E+00,3.093390E-01,0.000000E+00,4.737871E+03,0.000000E+00,3.340090E-01
15:40:00,0.000000E+00,1.899117E+03,0.000000E+00,1.338647E-01,0.000000E+00,2.156517E+03,0.000000E+00,1.520411E-01,0.000000E+00,1.887162E+03,0.000000E+00,1.330446E-01,0.000000E+00,1.509316E+03,0.000000E+00,1.064029E-01,0.000000E+00,3.507193E+03,0.000000E+00,2.472605E-01,0.000000E+00,3.629419E+03,0.000000E+00,2.558770E-01,0.000000E+00,3.997104E+03,0.000000E+00,2.817905E-01,0.000000E+00,4.289642E+03,0.000000E+00,3.024100E-01,0.000000E+00,3.755512E+03,0.000000E+00,2.647673E-01,0.000000E+00,4.134014E+03,0.000000E+00,2.914492E-01,0.000000E+00,4.482238E+03,0.000000E+00,3.159914E-01,0.000000E+00,4.740893E+03,0.000000E+00,3.342223E-01
15:50:00,0.000000E+00,1.907820E+03,0.000000E+00,1.344782E-01,0.000000E+00,2.200018E+03,0.000000E+00,1.551082E-01,0.000000E+00,1.971403E+03,0.000000E+00,1.389841E-01,0.000000E+00,1.522390E+03,0.000000E+00,1.073248E-01,0.000000E+00,3.513909E+03,0.000000E+00,2.477343E-01,0.000000E+00,3.693649E+03,0.000000E+00,2.604055E-01,0.000000E+00,4.093162E+03,0.000000E+00,2.885629E-01,0.000000E+00,4.295396E+03,0.000000E+00,3.028160E-01,0.000000E+00,3.761564E+03,0.000000E+00,2.651942E-01,0.000000E+00,4.192610E+03,0.000000E+00,2.955806E-01,0.000000E+00,4.581671E+03,0.000000E+00,3.230019E-01,0.000000E+00,4.744016E+03,0.000000E+00,3.344427E-01
16:00:00,0.000000E+00,1.916261E+03,0.000000E+00,1.350734E-01,0.000000E+00,2.245858E+03,0.000000E+00,1.583402E-01,0.000000E+00,2.057227E+03,0.000000E+00,1.450352E-01,0.000000E+00,1.535649E+03,0.000000E+00,1.082597E-01,0.000000E+00,3.520738E+03,0.000000E+00,2.482161E-01,0.000000E+00,3.760626E+03,0.000000E+00,2.651278E-01,0.000000E+00,4.192618E+03,0.000000E+00,2.955750E-01,0.000000E+00,4.301518E+03,0.000000E+00,3.032478E-01,0.000000E+00,3.767530E+03,0.000000E+00,2.656152E-01,0.000000E+00,4.252314E+03,0.000000E+00,2.997902E-01,0.000000E+00,4.683866E+03,0.000000E+00,3.302070E-01,0.000000E+00,4.747140E+03,0.000000E+00,3.346632E-01
16:10:00,0.000000E+00,1.969402E+03,0.000000E+00,1.388193E-01,0.000000E+00,2.338890E+03,0.000000E+00,1.648993E-01,0.000000E+00,2.193946E+03,0.000000E+00,1.546744E-01,0.000000E+00,1.602071E+03,0.000000E+00,1.129426E-01,0.000000E+00,3.569862E+03,0.000000E+00,2.516797E-01,0.000000E+00,3.874100E+03,0.000000E+00,2.731281E-01,0.000000E+00,4.341208E+03,0.000000E+00,3.060509E-01,0.000000E+00,4.357679E+03,0.000000E+00,3.072073E-01,0.000000E+00,3.818651E+03,0.000000E+00,2.692197E-01,0.000000E+00,4.359344E+03,0.000000E+00,3.073364E-01,0.000000E+00,4.838182E+03,0.000000E+00,3.410866E-01,0.000000E+00,4.803698E+03,0.000000E+00,3.386508E-01
16:20:00,0.000000E+00,2.025048E+03,0.000000E+00,1.427419E-01,0.000000E+00,2.438658E+03,0.000000E+00,1.719339E-01,0.000000E+00,2.331490E+03,0.000000E+00,1.643724E-01,0.000000E+00,1.671495E+03,0.000000E+00,1.178377E-01,0.000000E+00,3.621659E+03,0.000000E+00,2.553324E-01,0.000000E+00,3.993430E+03,0.000000E+00,2.815418E-01,0.000000E+00,4.492076E+03,0.000000E+00,3.166879E-01,0.000000E+00,4.417147E+03,0.000000E+00,3.114005E-01,0.000000E+00,3.871810E+03,0.000000E+00,2.729683E-01,0.000000E+00,4.467172E+03,0.000000E+00,3.149393E-01,0.000000E+00,4.993174E+03,0.000000E+00,3.520143E-01,0.000000E+00,4.862672E+03,0.000000E+00,3.428092E-01
16:30:00,0.000000E+00,2.081465E+03,0.000000E+00,1.467187E-01,0.000000E+00,2.540228E+03,0.000000E+00,1.790957E-01,0.000000E+00,2.467402E+03,0.000000E+00,1.739553E-01,0.000000E+00,1.741308E+03,0.000000E+00,1.227604E-01,0.000000E+00,3.674688E+03,0.000000E+00,2.590722E-01,0.000000E+00,4.114629E+03,0.000000E+00,2.900876E-01,0.000000E+00,4.642662E+03,0.000000E+00,3.273052E-01,0.000000E+00,4.477543E+03,0.000000E+00,3.156594E-01,0.000000E+00,3.925717E+03,0.000000E+00,2.767701E-01,0.000000E+00,4.575001E+03,0.000000E+00,3.225425E-01,0.000000E+00,5.146514E+03,0.000000E+00,3.628258E-01,0.000000E+00,4.921487E+03,0.000000E+00,3.469566E-01
16:40:00,0.000000E+00,2.138632E+03,0.000000E+00,1.507484E-01,0.000000E+00,2.641860E+03,0.000000E+00,1.862621E-01,0.000000E+00,2.599723E+03,0.000000E+00,1.832849E-01,0.000000E+00,1.812056E+03,0.000000E+00,1.277489E-01,0.000000E+00,3.728847E+03,0.000000E+00,2.628918E-01,0.000000E+00,4.235836E+03,0.000000E+00,2.986342E-01,0.000000E+00,4.790856E+03,0.000000E+00,3.377540E-01,0.000000E+00,4.539258E+03,0.000000E+00,3.200114E-01,0.000000E+00,3.980607E+03,0.000000E+00,2.806414E-01,0.000000E+00,4.681106E+03,0.000000E+00,3.300245E-01,0.000000E+00,5.296174E+03,0.000000E+00,3.733781E-01,0.000000E+00,4.981288E+03,0.000000E+00,3.511737E-01
16:50:00,0.000000E+00,2.196348E+03,0.000000E+00,1.548170E-01,0.000000E+00,2.742365E+03,0.000000E+00,1.933489E-01,0.000000E+00,2.727509E+03,0.000000E+00,1.922947E-01,0.000000E+00,1.883573E+03,0.000000E+00,1.327916E-01,0.000000E+00,3.783944E+03,0.000000E+00,2.667778E-01,0.000000E+00,4.355702E+03,0.000000E+00,3.070864E-01,0.000000E+00,4.935472E+03,0.000000E+00,3.479507E-01,0.000000E+00,4.602183E+03,0.000000E+00,3.244487E-01,0.000000E+00,4.036323E+03,0.000000E+00,2.845710E-01,0.000000E+00,4.784841E+03,0.000000E+00,3.373397E-01,0.000000E+00,5.440931E+03,0.000000E+00,3.835848E-01,0.000000E+00,5.041944E+03,0.000000E+00,3.554512E-01
17:00:00,0.000000E+00,2.254472E+03,0.000000E+00,1.589143E-01,0.000000E+00,2.841007E+03,0.000000E+00,2.003044E-01,0.000000E+00,2.850283E+03,0.000000E+00,2.009510E-01,0.000000E+00,1.955927E+03,0.000000E+00,1.378932E-01,0.000000E+00,3.839847E+03,0.000000E+00,2.707205E-01,0.000000E+00,4.473497E+03,0.000000E+00,3.153926E-01,0.000000E+00,5.075602E+03,0.000000E+00,3.578312E-01,0.000000E+00,4.666452E+03,0.000000E+00,3.289810E-01,0.000000E+00,4.092723E+03,0.000000E+00,2.885490E-01,0.000000E+00,4.885829E+03,0.000000E+00,3.444612E-01,0.000000E+00,5.580000E+03,0.000000E+00,3.933907E-01,0.000000E+00,5.103304E+03,0.000000E+00,3.597785E-01
17:10:00,0.000000E+00,2.347107E+03,0.000000E+00,1.654442E-01,0.000000E+00,2.973268E+03,0.000000E+00,2.096302E-01,0.000000E+00,3.005638E+03,0.000000E+00,2.119043E-01,0.000000E+00,2.070252E+03,0.000000E+00,1.459540E-01,0.000000E+00,3.928315E+03,0.000000E+00,2.769595E-01,0.000000E+00,4.623523E+03,0.000000E+00,3.259713E-01,0.000000E+00,5.245952E+03,0.000000E+00,3.698424E-01,0.000000E+00,4.769241E+03,0.000000E+00,3.362290E-01,0.000000E+00,4.184281E+03,0.000000E+00,2.950059E-01,0.000000E+00,5.020580E+03,0.000000E+00,3.539632E-01,0.000000E+00,5.751808E+03,0.000000E+00,4.055048E-01,0.000000E+00,5.205699E+03,0.000000E+00,3.669989E-01
17:20:00,0.000000E+00,2.442332E+03,0.000000E+00,1.721567E-01,0.000000E+00,3.108080E+03,0.000000E+00,2.191367E-01,0.000000E+00,3.157248E+03,0.000000E+00,2.225941E-01,0.000000E+00,2.189374E+03,0.000000E+00,1.543539E-01,0.000000E+00,4.019759E+03,0.000000E+00,2.834089E-01,0.000000E+00,4.775637E+03,0.000000E+00,3.366979E-01,0.000000E+00,5.413322E+03,0.000000E+00,3.816440E-01,0.000000E+00,4.876137E+03,0.000000E+00,3.437673E-01,0.000000E+00,4.278245E+03,0.000000E+00,3.016330E-01,0.000000E+00,5.154241E+03,0.000000E+00,3.633891E-01,0.000000E+00,5.919566E+03,0.000000E+00,4.173339E-01,0.000000E+00,5.310733E+03,0.000000E+00,3.744060E-01
17:30:00,0.000000E+00,2.539577E+03,0.000000E+00,1.790117E-01,0.000000E+00,3.240016E+03,0.000000E+00,2.284407E-01,0.000000E+00,3.303318E+03,0.000000E+00,2.328935E-01,0.000000E+00,2.312998E+03,0.000000E+00,1.630713E-01,0.000000E+00,4.113684E+03,0.000000E+00,2.900336E-01,0.000000E+00,4.924904E+03,0.000000E+00,3.472241E-01,0.000000E+00,5.576065E+03,0.000000E+00,3.931199E-01,0.000000E+00,4.987244E+03,0.000000E+00,3.516028E-01,0.000000E+00,4.374581E+03,0.000000E+00,3.084280E-01,0.000000E+00,5.285144E+03,0.000000E+00,3.726211E-01,0.000000E+00,6.082138E+03,0.000000E+00,4.287981E-01,0.000000E+00,5.419312E+03,0.000000E+00,3.820635E-01
17:40:00,0.000000E+00,2.637955E+03,0.000000E+00,1.859465E-01,0.000000E+00,3.368587E+03,0.000000E+00,2.375076E-01,0.000000E+00,3.443850E+03,0.000000E+00,2.428027E-01,0.000000E+00,2.439115E+03,0.000000E+00,1.719645E-01,0.000000E+00,4.209337E+03,0.000000E+00,2.967806E-01,0.000000E+00,5.070820E+03,0.000000E+00,3.575147E-01,0.000000E+00,5.734073E+03,0.000000E+00,4.042625E-01,0.000000E+00,5.101195E+03,0.000000E+00,3.596391E-01,0.000000E+00,4.472473E+03,0.000000E+00,3.153330E-01,0.000000E+00,5.413713E+03,0.000000E+00,3.816890E-01,0.000000E+00,6.239775E+03,0.000000E+00,4.399147E-01,0.000000E+00,5.529603E+03,0.000000E+00,3.898420E-01
17:50:00,0.000000E+00,2.737189E+03,0.000000E+00,1.929418E-01,0.000000E+00,3.493465E+03,0.000000E+00,2.463143E-01,0.000000E+00,3.578888E+03,0.000000E+00,2.523245E-01,0.000000E+00,2.567203E+03,0.000000E+00,1.809966E-01,0.000000E+00,4.306458E+03,0.000000E+00,3.036313E-01,0.000000E+00,5.213003E+03,0.000000E+00,3.675424E-01,0.000000E+00,5.887287E+03,0.000000E+00,4.150675E-01,0.000000E+00,5.217604E+03,0.000000E+00,3.678491E-01,0.000000E+00,4.571706E+03,0.000000E+00,3.223328E-01,0.000000E+00,5.539775E+03,0.000000E+00,3.905805E-01,0.000000E+00,6.392650E+03,0.000000E+00,4.506961E-01,0.000000E+00,5.641295E+03,0.000000E+00,3.977195E-01
18:00:00,0.000000E+00,2.837107E+03,0.000000E+00,1.999853E-01,0.000000E+00,3.614392E+03,0.000000E+00,2.548424E-01,0.000000E+00,3.708450E+03,0.000000E+00,2.614604E-01,0.000000E+00,2.696707E+03,0.000000E+00,1.901286E-01,0.000000E+00,4.404878E+03,0.000000E+00,3.105737E-01,0.000000E+00,5.351077E+03,0.000000E+00,3.772805E-01,0.000000E+00,6.035859E+03,0.000000E+00,4.255454E-01,0.000000E+00,5.336003E+03,0.000000E+00,3.761995E-01,0.000000E+00,4.672119E+03,0.000000E+00,3.294159E-01,0.000000E+00,5.663135E+03,0.000000E+00,3.992816E-01,0.000000E+00,6.540885E+03,0.000000E+00,4.611505E-01,0.000000E+00,5.754179E+03,0.000000E+00,4.056813E-01
18:10:00,0.000000E+00,2.855584E+03,0.000000E+00,2.012882E-01,0.000000E+00,3.647525E+03,0.000000E+00,2.571807E-01,0.000000E+00,3.744106E+03,0.000000E+00,2.639759E-01,0.000000E+00,2.737038E+03,0.000000E+00,1.929738E-01,0.000000E+00,4.428301E+03,0.000000E+00,3.122286E-01,0.000000E+00,5.402503E+03,0.000000E+00,3.809097E-01,0.000000E+00,6.098213E+03,0.000000E+00,4.299450E-01,0.000000E+00,5.373997E+03,0.000000E+00,3.788814E-01,0.000000E+00,4.690782E+03,0.000000E+00,3.307354E-01,0.000000E+00,5.695648E+03,0.000000E+00,4.015779E-01,0.000000E+00,6.594378E+03,0.000000E+00,4.649258E-01,0.000000E+00,5.778027E+03,0.000000E+00,4.073663E-01
18:20:00,0.000000E+00,2.868725E+03,0.000000E+00,2.022151E-01,0.000000E+00,3.664921E+03,0.000000E+00,2.584081E-01,0.000000E+00,3.769642E+03,0.000000E+00,2.657766E-01,0.000000E+00,2.770288E+03,0.000000E+00,1.953184E-01,0.000000E+00,4.447155E+03,0.000000E+00,3.135603E-01,0.000000E+00,5.438232E+03,0.000000E+00,3.834311E-01,0.000000E+00,6.150353E+03,0.000000E+00,4.336236E-01,0.000000E+00,5.406903E+03,0.000000E+00,3.812038E-01,0.000000E+00,4.705759E+03,0.000000E+00,3.317938E-01,0.000000E+00,5.720861E+03,0.000000E+00,4.033583E-01,0.000000E+00,6.638413E+03,0.000000E+00,4.680332E-01,0.000000E+00,5.797609E+03,0.000000E+00,4.087494E-01
18:30:00,0.000000E+00,2.879783E+03,0.000000E+00,2.029951E-01,0.000000E+00,3.678032E+03,0.000000E+00,2.593330E-01,0.000000E+00,3.789997E+03,0.000000E+00,2.672119E-01,0.000000E+00,2.798518E+03,0.000000E+00,1.973088E-01,0.000000E+00,4.464109E+03,0.000000E+00,3.147575E-01,0.000000E+00,5.468489E+03,0.000000E+00,3.855660E-01,0.000000E+00,6.196338E+03,0.000000E+00,4.368677E-01,0.000000E+00,5.436749E+03,0.000000E+00,3.833100E-01,0.000000E+00,4.718886E+03,0.000000E+00,3.327212E-01,0.000000E+00,5.741591E+03,0.000000E+00,4.048220E-01,0.000000E+00,6.676399E+03,0.000000E+00,4.707136E-01,0.000000E+00,5.815333E+03,0.000000E+00,4.100011E-01
18:40:00,0.000000E+00,2.889787E+03,0.000000E+00,2.037008E-01,0.000000E+00,3.688572E+03,0.000000E+00,2.600766E-01,0.000000E+00,3.806790E+03,0.000000E+00,2.683962E-01,0.000000E+00,2.823867E+03,0.000000E+00,1.990962E-01,0.000000E+00,4.480119E+03,0.000000E+00,3.158876E-01,0.000000E+00,5.494969E+03,0.000000E+00,3.874342E-01,0.000000E+00,6.237536E+03,0.000000E+00,4.397739E-01,0.000000E+00,5.464368E+03,0.000000E+00,3.852590E-01,0.000000E+00,4.730720E+03,0.000000E+00,3.335570E-01,0.000000E+00,5.758613E+03,0.000000E+00,4.060237E-01,0.000000E+00,6.709131E+03,0.000000E+00,4.730231E-01,0.000000E+00,5.831811E+03,0.000000E+00,4.111647E-01
18:50:00,0.000000E+00,2.899213E+03,0.000000E+00,2.043660E-01,0.000000E+00,3.697281E+03,0.000000E+00,2.606912E-01,0.000000E+00,3.820454E+03,0.000000E+00,2.693598E-01,0.000000E+00,2.846812E+03,0.000000E+00,2.007141E-01,0.000000E+00,4.495639E+03,0.000000E+00,3.169829E-01,0.000000E+00,5.518454E+03,0.000000E+00,3.890909E-01,0.000000E+00,6.274355E+03,0.000000E+00,4.423711E-01,0.000000E+00,5.489920E+03,0.000000E+00,3.870620E-01,0.000000E+00,4.741603E+03,0.000000E+00,3.343254E-01,0.000000E+00,5.772287E+03,0.000000E+00,4.069889E-01,0.000000E+00,6.736610E+03,0.000000E+00,4.749618E-01,0.000000E+00,5.847225E+03,0.000000E+00,4.122530E-01
